onset	duration	nwb_table	treelevel
592.4390001296997	0.10000000000002274	epochs	0.0
592.4390001296997	0.04499999999995907	epochs	1.0
592.4840001296997	0.009999999999990905	epochs	1.0
592.4940001296997	0.04500000000007276	epochs	1.0
592.5390001296997	0.7049949999999399	epochs	0.0
592.5390001296997	0.5	epochs	-1.0
592.5390001296997	0.5	epochs	-1.0
592.5390001296997	0.5	epochs	1.0
593.0390001296997	0.05999999999994543	epochs	-1.0
593.0390001296997	0.024999999999977263	epochs	-1.0
593.0390001296997	0.024999999999977263	epochs	1.0
593.0640001296997	0.009999999999990905	epochs	-1.0
593.0640001296997	0.009999999999990905	epochs	1.0
593.0740001296997	0.024999999999977263	epochs	-1.0
593.0740001296997	0.024999999999977263	epochs	1.0
593.0990001296997	0.06000000000005912	epochs	-1.0
593.0990001296997	0.024999999999977263	epochs	-1.0
593.0990001296997	0.024999999999977263	epochs	1.0
593.1240001296997	0.010000000000104592	epochs	-1.0
593.1240001296997	0.010000000000104592	epochs	1.0
593.1340001296998	0.024999999999977263	epochs	-1.0
593.1340001296998	0.024999999999977263	epochs	1.0
593.1590001296997	0.05999999999994543	epochs	-1.0
593.1590001296997	0.024999999999977263	epochs	-1.0
593.1590001296997	0.024999999999977263	epochs	1.0
593.1840001296997	0.009999999999990905	epochs	-1.0
593.1840001296997	0.009999999999990905	epochs	1.0
593.1940001296997	0.024999999999977263	epochs	-1.0
593.1940001296997	0.024999999999977263	epochs	1.0
593.2190001296997	0.024994999999989886	epochs	1.0
1019.5009999275208	0.10000000000002274	epochs	0.0
1019.5009999275208	0.04499999999995907	epochs	1.0
1019.5459999275207	0.009999999999990905	epochs	1.0
1019.5559999275207	0.04500000000007276	epochs	1.0
1019.6009999275208	0.7049949999999399	epochs	0.0
1019.6009999275208	0.5	epochs	-1.0
1019.6009999275208	0.5	epochs	1.0
1020.1009999275208	0.05999999999994543	epochs	-1.0
1020.1009999275208	0.024999999999977263	epochs	-1.0
1020.1009999275208	0.024999999999977263	epochs	1.0
1020.1259999275208	0.009999999999990905	epochs	-1.0
1020.1259999275208	0.009999999999990905	epochs	1.0
1020.1359999275207	0.024999999999977263	epochs	-1.0
1020.1359999275207	0.024999999999977263	epochs	1.0
1020.1609999275207	0.06000000000005912	epochs	-1.0
1020.1609999275207	0.024999999999977263	epochs	-1.0
1020.1609999275207	0.024999999999977263	epochs	1.0
1020.1859999275207	0.010000000000104592	epochs	-1.0
1020.1859999275207	0.010000000000104592	epochs	1.0
1020.1959999275208	0.024999999999977263	epochs	-1.0
1020.1959999275208	0.024999999999977263	epochs	1.0
1020.2209999275208	0.05999999999994543	epochs	-1.0
1020.2209999275208	0.024999999999977263	epochs	-1.0
1020.2209999275208	0.024999999999977263	epochs	1.0
1020.2459999275208	0.009999999999990905	epochs	-1.0
1020.2459999275208	0.009999999999990905	epochs	1.0
1020.2559999275207	0.024999999999977263	epochs	-1.0
1020.2559999275207	0.024999999999977263	epochs	1.0
1020.2809999275207	0.024994999999989886	epochs	1.0
1110.6059999465942	0.09999999999990905	epochs	0.0
1110.6059999465942	0.04500000000007276	epochs	1.0
1110.6509999465943	0.009999999999990905	epochs	1.0
1110.6609999465943	0.044999999999845386	epochs	1.0
1110.7059999465941	61.38499500000012	epochs	0.0
1110.7059999465941	0.5	epochs	-1.0
1110.7059999465941	0.5	epochs	-1.0
1110.7059999465941	0.5	epochs	1.0
1111.2059999465941	0.060000000000172804	epochs	-1.0
1111.2059999465941	0.02500000000009095	epochs	-1.0
1111.2059999465941	0.02500000000009095	epochs	1.0
1111.2309999465942	0.009999999999990905	epochs	-1.0
1111.2309999465942	0.009999999999990905	epochs	1.0
1111.2409999465942	0.02500000000009095	epochs	-1.0
