participant_id	original_participant_id	species	sex
sub-1214579789	sub-1214579789	http://purl.obolibrary.org/obo/NCBITaxon_9545	M
sub-CSH+ZAD+001	sub-CSH_ZAD_001	Mus musculus	F
sub-mock	sub-mock	Mus musculus	O
